,Year,Index,SP12,Price,IdxMETA,CPI_x,CPI80_x,CPI_y,CPI80_y,CPI12,Portfolio
0,1960,55.84575398763021,0.04048688554437181,,,13.5630607803977,0.12881438859261393,13.5630607803977,0.12881438859261393,0.12881438859261393,
1,1961,66.26632005310059,0.04804155596199593,,,13.7082837473334,0.13019363535691833,13.7082837473334,0.13019363535691833,0.13019363535691833,
2,1962,62.320753975520056,0.04518111141994279,,,13.8726149993924,0.13175436195863297,13.8726149993924,0.13175436195863297,0.13175436195863297,
3,1963,69.8593624920484,0.05064642898446371,,,14.0445895655005,0.13338768049530955,14.0445895655005,0.13338768049530955,0.13338768049530955,
4,1964,81.37288548164217,0.05899346800188709,,,14.2242074456579,0.13509359096695003,14.2242074456579,0.13509359096695003,0.13509359096695003,
5,1965,88.1572617424859,0.06391198455058611,,,14.4496852101109,0.13723505304837197,14.4496852101109,0.13723505304837197,0.13723505304837197,
6,1966,85.18162687997969,0.061754717802485315,,,14.8853541109182,0.1413727933412871,14.8853541109182,0.1413727933412871,0.1413727933412871,
7,1967,91.95589638516248,0.06666590718608312,,,15.2980930695779,0.14529275782931342,15.2980930695779,0.14529275782931342,0.14529275782931342,
8,1968,98.37716803086542,0.07132118125090244,,,15.9515964207889,0.15149936826868657,15.9515964207889,0.15149936826868657,0.15149936826868657,
9,1969,97.77259991455078,0.07088288328944185,,,16.8229342224036,0.1597748488545178,16.8229342224036,0.1597748488545178,0.1597748488545178,
10,1970,83.15413395438607,0.06028483212346459,,,17.8051000777325,0.16910291249731926,17.8051000777325,0.16910291249731926,0.16910291249731926,
11,1971,98.31501972062786,0.07127612515722123,,,18.5694314826577,0.17636210599366264,18.5694314826577,0.17636210599366264,0.17636210599366264,
12,1972,109.13482076333338,0.0791202317391813,,,19.1770749495732,0.18213316482325534,19.1770749495732,0.18213316482325534,0.18213316482325534,
13,1973,107.43841283283535,0.07789037505690155,,,20.3617886272073,0.19338491474258798,20.3617886272073,0.19338491474258798,0.19338491474258798,
14,1974,82.78090915001428,0.06001425273545475,,,22.612744614712,0.21476323958931917,22.612744614712,0.21476323958931917,0.21476323958931917,
15,1975,86.18122532056725,0.06247940365171506,,,24.6802610650347,0.2343993579969284,24.6802610650347,0.2343993579969284,0.2343993579969284,
16,1976,102.03529629311542,0.073973239996374,,,26.0980958211709,0.247865161932645,26.0980958211709,0.247865161932645,0.247865161932645,
17,1977,98.18186502608042,0.0711795910701529,,,27.7949115401049,0.26398057149452786,27.7949115401049,0.26398057149452786,0.26398057149452786,
18,1978,96.11396807716008,0.06968041340470249,,,29.9159311887723,0.28412483344688055,29.9159311887723,0.28412483344688055,0.28412483344688055,
19,1979,102.9990513315314,0.07467194020448295,,,33.2828110274678,0.31610158079827316,33.2828110274678,0.31610158079827316,0.31610158079827316,
20,1980,118.71011835030416,0.08606210197595623,,,37.7923663165265,0.3589308224266994,37.7923663165265,0.3589308224266994,0.3589308224266994,
21,1981,128.0379051841766,0.09282453261676989,,,41.6980997956942,0.3960253011930135,41.6980997956942,0.3960253011930135,0.3960253011930135,
22,1982,119.70573159922724,0.08678389865300598,,,44.254788345169,0.4203073034382822,44.254788345169,0.4203073034382822,0.4203073034382822,
23,1983,160.47312203509065,0.11633931786867481,,,45.6764447583299,0.43380940334148127,45.6764447583299,0.43380940334148127,0.43380940334148127,
24,1984,160.46355724711665,0.11633238361766542,,,47.6407764689876,0.4524655306270832,47.6407764689876,0.4524655306270832,0.4524655306270832,
25,1985,186.82817422775997,0.13544612376616336,,,49.3299488738723,0.46850834825400217,49.3299488738723,0.46850834825400217,0.46850834825400217,
26,1986,236.39047410082912,0.17137764978193262,,,50.2662548449057,0.47740086028702317,50.2662548449057,0.47740086028702317,0.47740086028702317,
27,1987,286.99802377572644,0.2080669578325056,,,52.1082935307754,0.4948955166132104,52.1082935307754,0.4948955166132104,0.4948955166132104,
28,1988,265.88015813412875,0.19275699157504994,,,54.2331348364675,0.5150760745330455,54.2331348364675,0.5150760745330455,0.5150760745330455,
29,1989,323.05142853752017,0.23420484599494265,,,56.8509698983363,0.5399388122580216,56.8509698983363,0.5399388122580216,0.5399388122580216,
30,1990,334.6320559535573,0.24260053417615984,,,59.919760489111,0.5690844741458405,59.919760489111,0.5690844741458405,0.5690844741458405,
31,1991,376.1863238067024,0.2727264213980085,,,62.4573407534626,0.5931849965537,62.4573407534626,0.5931849965537,0.5931849965537,
32,1992,415.7470079557164,0.3014070063454863,,,64.3490609806525,0.6111515004571502,64.3490609806525,0.6111515004571502,0.6111515004571502,
33,1993,451.6148210005327,0.3274103447871888,,,66.2484245218916,0.6291905962955633,66.2484245218916,0.6291905962955633,0.6291905962955633,
34,1994,460.416508023701,0.33379136518102803,,,67.9758134970226,0.6455963735972999,67.9758134970226,0.6455963735972999,0.6455963735972999,
35,1995,541.7190869043744,0.3927338625163347,,,69.8828203523109,0.6637080613706761,69.8828203523109,0.6637080613706761,0.6637080613706761,
36,1996,670.4948427695928,0.48609331988456894,,,71.9312285175105,0.683162699940877,71.9312285175105,0.683162699940877,0.683162699940877,
37,1997,873.4277876902946,0.6332150315192016,,,73.6127576083459,0.699132925632832,73.6127576083459,0.699132925632832,0.699132925632832,
38,1998,1085.5032527863034,0.786964859733776,,,74.7554330587091,0.7099854199098657,74.7554330587091,0.7099854199098657,0.7099854199098657,
39,1999,1327.329567076668,0.9622833684687448,,,76.391102265249,0.7255200939920403,76.391102265249,0.7255200939920403,0.7255200939920403,
40,2000,1427.2210688515315,1.0347024068097819,,,78.9707207568716,0.7500198720421998,78.9707207568716,0.7500198720421998,0.7500198720421998,
41,2001,1194.1789944556451,0.8657522697021495,,,81.2025684592531,0.7712167170515217,81.2025684592531,0.7712167170515217,0.7712167170515217,
42,2002,993.934804038396,0.7205798431619991,,,82.4904668765521,0.7834484580928608,82.4904668765521,0.7834484580928608,0.7834484580928608,
43,2003,965.227539789109,0.6997677376935983,,,84.3630788186188,0.8012334821589017,84.3630788186188,0.8012334821589017,0.8012334821589017,
44,2004,1130.649444580078,0.8196948090925699,,,86.6216781201728,0.8226843989405968,86.6216781201728,0.8226843989405968,0.8226843989405968,
45,2005,1207.2294432624938,0.8752135445425357,,,89.5605323721102,0.8505959979340372,89.5605323721102,0.8505959979340372,0.8505959979340372,
46,2006,1310.4612356239106,0.9500542166337892,,,92.4497050827274,0.8780357493502148,92.4497050827274,0.8780357493502148,0.8780357493502148,
47,2007,1477.18434222096,1.070924629376215,,,95.0869923788515,0.9030832335496723,95.0869923788515,0.9030832335496723,0.9030832335496723,
48,2008,1220.042055635113,0.8845023934453464,,,98.7374773853446,0.9377535046478841,98.7374773853446,0.9377535046478841,0.9377535046478841,
49,2009,948.046387929765,0.6873117982679474,,,98.3864199710624,0.934419357075013,98.3864199710624,0.934419357075013,0.934419357075013,
50,2010,1139.9655124724857,0.8264487437707024,,,100.0,0.9497442404651437,100.0,0.9497442404651437,0.9497442404651437,
51,2011,1267.6388094463043,0.9190089438316871,,,103.156841568622,0.9797261614437407,103.156841568622,0.9797261614437407,0.9797261614437407,
52,2012,1379.3541596679688,1.0,24.673096712173955,1.0,105.291504532867,1.0,105.291504532867,1.0,1.0,1.0
53,2013,1643.7989681183346,1.1917163961096269,35.48115074823773,1.4380501629830265,106.833848874866,1.0146483265562756,106.833848874866,1.0146483265562756,1.0146483265562756,1.295900505753605
54,2014,1931.3761097741503,1.4002032010684344,68.76234109061105,2.7869359850838267,108.566932118964,1.031108184849563,108.566932118964,1.031108184849563,1.031108184849563,2.030407307242527
55,2015,2061.067741272941,1.494226647178902,88.7728573329865,3.5979617138688993,108.695721960693,1.0323313589536882,108.695721960693,1.0323313589536882,1.0323313589536882,2.466353616443925
56,2016,2094.6512640090214,1.5185739277527066,117.03587304978144,4.743461042408786,110.06700893427,1.0453550780054846,110.06700893427,1.0453550780054846,1.0453550780054846,2.9951712589894925
57,2017,2449.076379054096,1.7755239739470718,156.57617537053932,6.346028518312542,112.411557302308,1.0676222910958448,112.411557302308,1.0676222910958448,1.0676222910958448,3.8035701202545
58,2018,2746.214183305839,1.9909420391111836,171.5109556889629,6.9513347955361295,115.157303224791,1.0936998548524337,115.157303224791,1.0936998548524337,1.0936998548524337,4.0880854079723
59,2019,2913.3563804020955,2.1121162828141133,181.6374996124752,7.361763370499554,117.244195476228,1.11351999381517,117.244195476228,1.11351999381517,1.11351999381517,4.254023145491095
60,2020,3217.855848953187,2.3328713850602174,234.55086984747484,9.506340958479893,118.690501577198,1.1272562027086286,118.690501577198,1.1272562027086286,1.1272562027086286,5.251340518283354
61,2021,4273.385634649368,3.0981061714259344,321.1662303985111,13.016859381094408,124.266413825838,1.1802131081434775,124.266413825838,1.1802131081434775,1.1802131081434775,6.827142251398067
62,2022,4098.514747650025,2.971328805530698,180.18768976219147,7.303002613096598,,,,,,
63,2023,3960.656530761719,2.8713847730847517,137.24950103759767,5.562718885217087,,,,,,
